1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
7806.8,2.7471e+05,10080,39367,9.5206e+05,3168.9,2243.1,3.6716e+05,6355.2,86001,2.5183e+05,317.77,2655.4,10800,1616.1,2.2013e+05,3546,9658,7900.5,4.2613e+05,1.7884e+05,4718,64534,4.0469e+05,1.6415e+05,2.865e+05,2780,1.4719e+05,1452.2,79415,5.6066e+05,2.6221e+05,1.932e+05,886.53,38758,5581.7,48386,1361,1920.2,6.3297e+05,4680.4,4.1616e+05,3548.8,5613.2,96524,11360,15096,469.17,3.005e+05,2001.1,1.5089e+05,91704,6427.9,3188,21359,14762,88019,247,797.33,1.9434e+05,80196,1729.2,76355,8808.9,1.5755e+05,304.59,15206,39383,82176,1.2596e+05,2294.4
12223,3.0238e+05,5773.9,1.1008e+05,9.6279e+05,5850,2117.7,4.3731e+05,19409,84909,3.1654e+05,2257.5,984.49,14443,1053,2.065e+05,6192.6,11762,8071.6,4.2073e+05,1.823e+05,2163.4,1.1658e+05,3.6543e+05,1.8644e+05,2.6112e+05,4737.9,1.816e+05,1487.2,92154,6.2899e+05,2.9332e+05,2.0103e+05,174.79,58443,10483,47838,863.01,6595.1,7.2519e+05,2896.5,2.7284e+05,6816.9,6416.4,1.0992e+05,9358.5,18458,711.85,2.5555e+05,1719.1,1.4676e+05,99628,429.09,4809.7,33645,9736.4,95246,2240.9,1135.8,1.6872e+05,87382,4589.2,76105,9936.6,2.107e+05,207.22,15163,38062,1.0317e+05,1.7615e+05,4230.2
4355.1,3.3255e+05,7228.3,73967,7.4756e+05,2561.2,5912.3,3.588e+05,3937.6,71772,3.1148e+05,1067.6,1798.9,3211.8,1189.6,1.8805e+05,3628.2,9852.4,16375,4.5968e+05,2.3187e+05,3789.7,1.0707e+05,4.06e+05,1.932e+05,1.9694e+05,5823.4,1.3352e+05,7870.2,1.3537e+05,4.9892e+05,2.683e+05,1.9008e+05,845.53,39976,16558,55598,1094.6,2643.6,5.5417e+05,1999.4,2.4613e+05,5815.8,7682.6,1.0241e+05,7655.9,8182.8,171.94,3.1168e+05,4239.7,1.8291e+05,1.2951e+05,4944.9,1376.4,31917,1357.9,1.263e+05,10884,673.6,1.7987e+05,91415,1964.1,89118,2725.2,2.1168e+05,2294.1,26967,50033,1.2919e+05,1.9081e+05,3221
2934.8,4.3709e+05,9979.5,72354,7.7587e+05,1247.4,7152.9,4.2488e+05,1528.9,59037,3.2312e+05,540.89,6515,6886.7,1332.7,2.0062e+05,5016.3,16883,34271,5.5288e+05,2.6417e+05,2179.2,1.3663e+05,5.1561e+05,2.5837e+05,2.0668e+05,7344.2,1.7477e+05,945.7,1.1059e+05,6.4057e+05,3.0497e+05,2.0821e+05,4750.6,50032,17260,32067,2912.1,8090.4,4.7891e+05,2308.8,2.9008e+05,11894,9275.9,1.3814e+05,15015,6559.2,74.579,4.1506e+05,1886.7,2.7674e+05,1.7002e+05,6968.5,2605.5,33530,1923.8,1.5078e+05,1204.2,1597.9,1.8628e+05,1.3936e+05,921.7,1.073e+05,8248.1,1.4208e+05,160.84,34973,46917,96944,2.2071e+05,1359
2511.1,3.6745e+05,9434.2,71549,8.3481e+05,1752.2,694.35,3.7892e+05,2368.2,71631,3.3377e+05,518.28,6699.2,5145.7,6444.2,1.806e+05,1828.6,12047,28628,5.3697e+05,2.4358e+05,6043.2,94302,4.0696e+05,1.9069e+05,2.6795e+05,4762.7,1.7681e+05,1627.9,1.1748e+05,6.1213e+05,2.6512e+05,1.9161e+05,16561,51155,5073.9,22293,3129.2,8486,4.3226e+05,2922.4,2.7794e+05,14832,8299.4,1.5462e+05,14561,3783.6,286.87,3.3817e+05,4840.2,2.5671e+05,1.7392e+05,3543.4,702.35,22816,5568.4,1.2934e+05,1078,1292.8,1.6711e+05,1.2256e+05,2606.7,1.1113e+05,6416.5,1.711e+05,518.64,15850,56905,1.08e+05,1.5604e+05,4027.7
1924,3.0862e+05,10589,81615,8.0034e+05,1567.6,457.11,3.0512e+05,6926.9,53477,3.057e+05,703.42,544.84,8489.6,1385.4,2.2035e+05,1248,21165,5390.8,5.5119e+05,2.2373e+05,13983,93230,4.3644e+05,1.4163e+05,2.2644e+05,4658.7,1.8431e+05,3253,1.0892e+05,6.1493e+05,3.7483e+05,2.3834e+05,1692.5,46850,24485,29242,624.38,6093.8,3.5107e+05,1111.1,3.1743e+05,5471.6,8187.5,1.3463e+05,17444,12186,1252.2,3.2453e+05,2208.5,2.3169e+05,1.3271e+05,4618.3,1290.9,16843,8303.1,1.2674e+05,1769.9,3613.6,2.0111e+05,1.0467e+05,553.73,76836,3909.2,1.1793e+05,50.865,19971,51942,96484,1.7513e+05,8959.7
9400.7,3.694e+05,14770,90666,7.7722e+05,801.63,822.93,3.0073e+05,23018,40152,3.0614e+05,420.49,1219.5,5489,1667,1.6162e+05,1475.9,23042,5139.3,6.1869e+05,2.6956e+05,5266.6,1.0178e+05,4.0955e+05,1.5067e+05,2.656e+05,2338,1.5678e+05,3163.2,1.2502e+05,6.1092e+05,3.7367e+05,2.7942e+05,5304.1,38501,18438,39745,1094.8,3432.3,2.79e+05,2887.2,3.1803e+05,2136,7295.8,1.1843e+05,7781.9,8808.9,267.88,3.4411e+05,1685.5,1.5705e+05,96262,5197,2283.9,26800,19342,1.6344e+05,140.42,2980.2,2.0497e+05,1.1744e+05,459.04,71089,5306.3,1.4486e+05,4797.3,9772.1,69721,79674,1.7138e+05,10466
5831.4,3.596e+05,22513,79850,6.9192e+05,1146,4967.8,2.3758e+05,2926.3,46939,2.7297e+05,1962.9,397.78,7502.3,615.71,1.8093e+05,7009.9,13791,16176,6.2248e+05,2.3588e+05,9914.8,89264,4.2754e+05,1.5031e+05,2.257e+05,2104.4,1.7549e+05,3281.1,83710,6.472e+05,2.7133e+05,2.1934e+05,2235.6,46731,19855,52266,804.76,7884.9,2.4326e+05,1041,2.8674e+05,3435.5,8531.5,1.4324e+05,13277,6834.3,810.79,3.5351e+05,5432.2,1.9956e+05,1.3196e+05,694.06,1643.6,35621,7339.9,1.2986e+05,1076.5,652.22,2.1003e+05,1.2981e+05,1102.6,98886,2838.3,1.2699e+05,206.58,7909.5,70634,95243,2.078e+05,4962.4
10651,4.9033e+05,13377,86685,7.5587e+05,598.83,2786.3,2.7235e+05,398.15,50855,2.9395e+05,1306.7,3882.4,7434.3,1714.2,1.8947e+05,4357.9,11469,22035,6.5103e+05,3.0578e+05,4120.9,1.0219e+05,4.6444e+05,1.7745e+05,2.7507e+05,1512.7,1.9851e+05,5569.1,1.0997e+05,4.1898e+05,2.7177e+05,2.5312e+05,1348.8,60356,22168,43255,1014.5,7193.2,1.6849e+05,9529.1,3.6909e+05,4254.1,6665.6,1.3319e+05,18855,6186.1,328.1,3.134e+05,6253.2,2.1906e+05,1.5737e+05,6848.6,1299.8,45290,3461.3,1.4758e+05,1254.3,1059.6,2.5421e+05,1.5551e+05,1297.4,1.0348e+05,5024.4,1.0581e+05,574.41,33610,75103,97083,1.6193e+05,2773.1
8742.5,4.5281e+05,11812,91697,7.5852e+05,636.48,785.73,2.1696e+05,527.04,63145,2.6307e+05,2374.1,3047.4,10898,2609.5,2.0349e+05,3787.4,14199,12261,6.5782e+05,2.9031e+05,10593,90054,5.6234e+05,2.2607e+05,2.1739e+05,16107,1.8807e+05,1475.6,94461,3.2983e+05,2.8044e+05,2.9565e+05,3017.7,45446,20138,29184,3403,6521.9,1.5807e+05,5843.8,3.3607e+05,7884.5,9960.1,1.1741e+05,18725,4299.4,3756.9,3.6205e+05,1382,2.2638e+05,1.8779e+05,578.51,3232.1,41311,1099.8,1.8145e+05,3185.9,727.92,2.0242e+05,1.0917e+05,163.31,1.073e+05,7030.9,1.4177e+05,1867.4,44723,75909,1.3495e+05,2.1205e+05,1022.4
5897,4.4159e+05,23409,1.1333e+05,8.049e+05,709.83,2782.1,1.9179e+05,3790.3,96828,2.4934e+05,785.76,13208,2859.7,1416.6,2.7689e+05,5864.4,18135,10969,6.6631e+05,3.2224e+05,12833,1.1494e+05,4.9624e+05,2.7489e+05,2.7057e+05,53067,2.2001e+05,4375.7,1.4888e+05,3.1773e+05,3.2651e+05,2.9761e+05,15764,56292,21746,25450,9052.8,6387.6,1.7693e+05,1431.8,3.5734e+05,11997,14356,1.2836e+05,18561,1992.3,1135.9,4.1462e+05,4912.6,2.7081e+05,1.7671e+05,1127.3,3320.5,30930,2428.5,1.9358e+05,30254,1146,2.258e+05,1.0641e+05,19.606,1.3311e+05,13924,1.4516e+05,371.68,62085,78116,1.0671e+05,2.1102e+05,2506
10092,5.0433e+05,30141,83142,7.1141e+05,1400.9,1948.8,2.0301e+05,1582.4,30198,2.4339e+05,750.51,21881,1099.2,1147.5,2.7801e+05,4708.3,15606,17680,6.0518e+05,2.7523e+05,10096,1.3078e+05,4.8281e+05,2.9482e+05,2.1923e+05,2404.3,1.8237e+05,3402.9,1.1641e+05,2.9214e+05,2.9668e+05,2.5367e+05,10086,58032,17088,0,14212,11199,1.6153e+05,3427.2,3.7444e+05,16186,16689,1.3802e+05,20781,2217.8,561.73,4.7227e+05,5788.4,2.6286e+05,1.4324e+05,432.41,4484.4,38102,2440,1.2834e+05,7209.7,884.57,2.2548e+05,1.2558e+05,7.659,1.3561e+05,4769.5,1.4267e+05,118.25,47878,62249,1.4062e+05,2.0163e+05,1125.9
382.34,5.0751e+05,15318,85194,7.5249e+05,871.39,1404.8,2.5032e+05,1217.5,36579,2.8247e+05,2988.9,1796.4,2764.8,1296.6,3.0105e+05,2468.9,9651.2,60305,5.1699e+05,2.661e+05,8363.1,1.2564e+05,4.9539e+05,2.4129e+05,1.9909e+05,507.8,1.8973e+05,2062.7,1.3932e+05,2.6952e+05,2.629e+05,2.753e+05,6073.4,54686,12295,0,5726.5,8549.7,1.6874e+05,790.79,4.161e+05,9989.7,5714.7,1.1627e+05,22837,349.08,271.28,4.1383e+05,1628,2.3186e+05,1.7182e+05,935.85,5232.2,45941,2776.3,1.7522e+05,3196.9,148.53,2.0528e+05,1.1613e+05,89.764,1.1182e+05,8177.4,1.4498e+05,302.73,23325,49473,1.2756e+05,2.0395e+05,358.87
1472.2,4.7282e+05,13067,23914,6.7398e+05,11001,1009.4,2.2539e+05,3526.4,15842,3.8934e+05,3628.7,2603.4,7288,1509.7,2.6894e+05,1854.9,7561.2,38096,3.517e+05,2.7716e+05,7726,1.9287e+05,4.7005e+05,1.8651e+05,1.8462e+05,991.86,1.7049e+05,2922.7,1.5893e+05,2.4925e+05,3.5202e+05,2.5379e+05,3845.7,50711,19179,0,7461.5,9961.3,1.7367e+05,4186.2,3.9249e+05,5674.4,5601.3,1.2706e+05,30239,2759.9,363.21,4.6349e+05,411.45,2.3567e+05,1.4243e+05,1022.8,5053.5,33386,852.2,1.7702e+05,5000.5,179.21,2.5315e+05,89170,9.827,98769,901.83,82148,137.98,9219.8,49574,1.2408e+05,1.6892e+05,462.51
6137.1,5.1082e+05,12049,14277,6.6694e+05,2531.6,1993,1.4711e+05,6038.9,27568,3.2749e+05,8085.8,1097.5,5891.8,1652.8,2.2432e+05,406.2,4819.4,38878,2.7959e+05,2.839e+05,1797.3,1.4589e+05,5.5049e+05,2.1611e+05,1.3903e+05,22896,1.8059e+05,48.525,1.3392e+05,2.3889e+05,2.9901e+05,2.6048e+05,2710.1,52377,9116.3,0,404.24,5372.6,1.6884e+05,947.82,2.6083e+05,7430.2,126.62,1.3739e+05,24186,409.47,284.55,3.5096e+05,996.92,1.8434e+05,1.4172e+05,1176.2,4091.8,49031,442.18,2.2365e+05,1497.1,55.784,1.8329e+05,69182,2.874,1.2185e+05,1115.7,48106,244.28,7528.6,29011,1.5409e+05,2.4246e+05,1563.3
2053.9,3.692e+05,10947,15254,5.7506e+05,37.351,750.34,57832,1418,15194,2.5292e+05,2108.3,295.39,3391.6,163.6,1.4041e+05,770.61,596.74,29631,1.3956e+05,1.905e+05,751.34,64752,2.9239e+05,1.35e+05,90523,7020.5,1.4666e+05,137.02,1.1919e+05,2.3632e+05,2.4705e+05,1.2325e+05,758.4,51056,7392,14399,2285.2,3519.3,65547,1610.1,2.9196e+05,7545,1983.5,1.0638e+05,15026,761.69,38.342,3.9151e+05,1858.2,1.2818e+05,65411,720.54,1227.7,1646.6,5661,1.7792e+05,2025.7,18.535,1.0301e+05,81035,34.045,1.063e+05,1987.2,45911,356.16,11563,27855,69101,1.9661e+05,42.118
656.38,1.6279e+05,1034.6,6154.2,4.9622e+05,49.687,354.13,60108,1297.8,26181,2.8367e+05,218.56,201.13,12347,282.05,1.3185e+05,3009,172.5,2223.7,98911,1.7919e+05,2782.3,38817,2.7652e+05,1.3499e+05,58103,27.631,95268,249.47,1.0792e+05,1.9958e+05,1.9344e+05,1.0122e+05,60.469,23930,4343.7,7233.7,424.2,7492.5,38728,190.37,2.0231e+05,2993.3,14111,70302,7794.3,102.98,22.852,2.6738e+05,129.78,71093,54135,442.8,3783.7,7630.6,2079.7,1.9802e+05,582.47,3.221,79019,71156,11.329,56160,3016.9,36219,257.31,3675.6,13122,1.0384e+05,1.3041e+05,324.12
283.09,1.8197e+05,486.79,6145.5,4.1745e+05,45.957,908.49,34481,234.21,13810,1.6121e+05,405.82,109.82,5696.4,328.94,69540,843.37,85.676,2845.1,40131,1.3666e+05,273.29,11116,1.5883e+05,83952,27208,254.55,65149,631.85,60151,1.3268e+05,1.1529e+05,1.1122e+05,30.516,13074,7402.6,5660.5,47.459,4673,55783,177.81,1.7297e+05,1188,788.42,79111,2227.2,54.314,32.147,2.736e+05,196.52,53234,72056,710.76,2698.3,23800,17770,55453,1592.7,0.49,35884,8560.8,8.67,16101,3769.5,22076,3276.2,1430.7,9054,83900,97432,51.602
570.48,1.4291e+05,42.482,1882,2.6941e+05,42.628,227.07,28135,62.762,30513,1.1659e+05,63.453,105.17,3026.4,126.14,43760,189.66,50.508,1688.6,38421,71897,64.586,13333,1.027e+05,38498,15344,198.29,44307,1096.8,61991,55165,92686,68548,33.828,6793.6,1236.3,15590,74.838,1121.5,44984,85.387,74321,1110.7,2253.7,14865,1125.3,10.548,23.142,2.5082e+05,132.88,34961,36166,1612.7,5677.4,6665.3,44572,55811,224.98,0.851,1.2147e+05,5556.4,9.032,11326,55.115,17957,1839.1,4723,4893.9,69890,88854,38.564
806.73,66802,203.93,1097.7,1.1077e+05,50.664,145.09,23134,149.6,17970,42506,445.27,100.16,13124,84.748,25995,104.25,284.42,6730.4,24487,66926,316.5,41459,1.0722e+05,31764,27051,57.598,24565,268.04,35227,59485,72334,46238,33.274,8310.2,4482,16703,30.709,1182.3,24945,76.775,1.0844e+05,7913.2,1423.6,1.0655e+05,2436.2,3.611,20.687,1.0971e+05,204.69,39503,21983,224.33,643.7,5301.7,51704,64138,199.71,0.469,23862,13543,8.526,12633,86.576,12641,323.35,361.83,9114.8,72308,53640,50.105
615.96,1.1595e+05,95.557,10088,1.6768e+05,46.856,203.24,42203,19.226,3597.6,51903,468.05,758.42,4396.5,99.937,38961,201.96,93.41,5856.8,43128,38140,294.9,22336,2.035e+05,50683,27148,18.715,35224,113.76,44998,85281,67336,37304,40.617,18918,733.91,6623.6,51.851,3695.5,43262,63.647,1.0708e+05,566.98,409.82,25211,2624.3,3.322,27.138,1.0902e+05,9055,39947,28750,1144.6,2387.9,3250.3,27731,27731,1321.8,8.057,27458,22560,12.428,15696,483.63,25420,766.67,1759,5173.2,57431,69376,40.013
3618.3,2.6042e+05,346.75,6671.5,3.6098e+05,103.1,1303.2,1.8737e+05,23.008,17180,1.2457e+05,1415.9,814.72,10550,2953,1.0548e+05,1750.9,982.24,18835,70861,94280,1982,87033,2.9087e+05,1.2019e+05,62476,26.457,58480,337.38,50206,1.9837e+05,1.235e+05,77907,29.438,16630,2168,10471,44.877,6731.5,1.6625e+05,1401.2,1.7837e+05,180.25,7647.6,27530,3053.9,4.117,265.31,1.7192e+05,683.11,61064,80438,421.84,2312.5,9000.7,24305,82695,1959.1,87.954,32377,39973,9.176,30472,733.05,40030,762.59,1325.6,18808,67068,51161,114.15
1417.4,2.9154e+05,4983.5,10593,5.1689e+05,1363.9,1224.1,2.0439e+05,2328.5,34818,2.2286e+05,1782.5,2901.7,2546.9,1597.8,2.8426e+05,2994.1,2971,58123,1.5198e+05,1.4375e+05,1963.1,98392,2.9615e+05,1.1938e+05,1.0356e+05,778.4,1.589e+05,4145.8,99687,2.8804e+05,1.8593e+05,1.0042e+05,1962.8,21363,5761.5,24224,1010.8,1764.6,3.1591e+05,207.04,2.6376e+05,944.17,8800.4,64740,13083,1871.5,270.11,2.7148e+05,1934.1,88788,99913,2578.1,2331,13264,46829,1.896e+05,423.7,5.027,90617,83277,80.454,59795,3918.7,74440,180.66,11298,29406,78501,81360,1129.6
2065.4,2.7373e+05,2902.4,21318,6.1866e+05,674.08,1160,2.6297e+05,6082.1,39514,2.5262e+05,3033.4,3391.4,5407.4,757.15,2.5898e+05,3248.1,9482.2,14646,2.1998e+05,1.6344e+05,2646.6,76398,4.0291e+05,1.6092e+05,1.5038e+05,2723,1.2144e+05,3210.2,1.019e+05,4.5134e+05,1.8753e+05,1.4459e+05,3791.2,37994,12293,43567,616.17,5010.2,3.9965e+05,1704.1,3.1275e+05,2506.9,2552.3,75590,12024,20924,531.59,3.1757e+05,3008,1.1109e+05,1.1093e+05,3649.6,4345,19955,19823,1.1169e+05,1261.9,95.823,1.3554e+05,1.0253e+05,520.53,70366,6786.8,1.4583e+05,169.85,19546,40330,63768,1.0823e+05,653.68
4649.5,3.305e+05,18678,37356,8.4477e+05,4380.1,3270.1,3.6302e+05,4767.3,93609,2.8312e+05,367.74,1298.5,4662.7,330.58,2.7471e+05,4007.7,13832,12579,3.1641e+05,1.7798e+05,705.23,81166,3.6566e+05,1.9404e+05,2.3641e+05,3118.6,1.8552e+05,1355.2,1.0178e+05,5.9439e+05,2.3133e+05,2.4111e+05,8992.3,39016,26053,44685,508.26,763.47,6.6199e+05,1310.6,2.9543e+05,913.28,10528,85049,17122,23638,162.21,2.827e+05,5282.3,1.5528e+05,1.318e+05,3428.1,2662.5,17470,8961.4,1.0265e+05,661.87,1417.8,1.6579e+05,1.6371e+05,1511.4,69590,11235,1.5561e+05,1327.6,18511,46600,51527,1.0603e+05,1850.4
1857.4,3.0175e+05,8296.5,66795,8.098e+05,1773.5,4768.3,4.0921e+05,7476.6,69799,3.0594e+05,751.14,1781.7,7501.8,2260.9,2.5285e+05,2409.1,16792,7905.5,3.9596e+05,1.6791e+05,1244.5,1.352e+05,3.7995e+05,1.803e+05,1.8743e+05,4407.3,1.6417e+05,999.66,1.4147e+05,6.5521e+05,2.6749e+05,2.1852e+05,1925.6,53867,24877,31021,519.13,645.99,6.9668e+05,2845.9,3.4986e+05,390.17,12738,1.3499e+05,7826.3,8160.6,660.14,2.8329e+05,2262.1,2.2028e+05,1.1755e+05,1681.5,4630.5,28294,7317.8,1.0295e+05,182.91,1542.6,1.6903e+05,1.1981e+05,2144.4,72320,18756,1.7987e+05,35.166,30400,48755,90514,1.5798e+05,2167
4475.3,3.1315e+05,6021.8,66445,7.6366e+05,814.29,5175.1,4.1182e+05,1818.1,73989,2.614e+05,582.08,2912.4,8071.2,2718.9,2.1414e+05,2455.4,18860,14332,4.1903e+05,1.9791e+05,1613.2,1.05e+05,3.8844e+05,1.6521e+05,1.9446e+05,2473.9,1.393e+05,5744.8,97425,5.746e+05,2.7181e+05,1.7847e+05,3139.9,55202,20762,24311,1013.8,5231.8,5.3343e+05,2443.3,3.3353e+05,1067.4,11749,1.0364e+05,10464,10139,661.75,2.9093e+05,1847.9,2.409e+05,1.2281e+05,4430.8,5804.3,25621,1244.1,1.3557e+05,3099.8,1173.1,2.711e+05,96688,4048,81933,3237.5,1.5696e+05,96.82,32322,47925,68048,1.4063e+05,977.09
1776.5,3.6669e+05,10094,83690,8.0019e+05,1672.9,1607.7,3.3138e+05,4933.2,56456,3.1982e+05,222.52,2099,6746.9,4672,1.9581e+05,3771.8,11290,27755,5.3354e+05,2.6102e+05,1387.6,1.2921e+05,4.8193e+05,2.0311e+05,2.1495e+05,1981.3,1.8046e+05,1193.5,90713,5.3223e+05,3.1379e+05,1.7959e+05,7084.6,64885,10672,27525,1564.7,9210.8,4.2515e+05,7957.9,3.2972e+05,4196.9,12230,1.2674e+05,15232,1600.4,1200.4,3.6172e+05,571.23,2.4422e+05,2.1085e+05,2281,8699.5,23219,4311,1.5628e+05,4647,761.73,2.1856e+05,91406,1946.7,87521,12104,1.3034e+05,4098.4,41303,58245,1.317e+05,1.7068e+05,1396.1
5370,3.1196e+05,9447.8,83284,7.752e+05,1081.5,2134.4,2.7333e+05,3001.2,36577,2.7813e+05,275.35,1201.2,5224.4,4276.6,1.9923e+05,12992,12752,15214,4.7761e+05,1.7453e+05,5772.1,92771,4.302e+05,1.4186e+05,2.1862e+05,3311.3,1.7712e+05,1210.1,90278,5.4656e+05,2.9563e+05,2.2825e+05,5892,50816,10958,21933,1033.4,3107.5,3.1646e+05,2237.9,3.03e+05,848.75,13764,1.3406e+05,12702,3899.7,937.88,3.196e+05,792.6,1.8677e+05,1.0988e+05,1401,5777.5,23669,7199.1,1.3604e+05,1589.6,631.04,1.9699e+05,69746,782.5,70632,13751,1.1482e+05,117.71,53707,55525,1.1542e+05,1.5423e+05,3053.3
4411.9,2.5798e+05,16267,91405,7.6453e+05,789.16,1647.6,2.6157e+05,6226.5,53057,3.5204e+05,820.13,449.66,5850.5,534.07,1.9895e+05,1269.8,25154,8558.1,4.8834e+05,1.355e+05,3904.5,86369,4.0403e+05,1.548e+05,2.4925e+05,5669,1.7047e+05,1779.9,1.1313e+05,5.6932e+05,2.8374e+05,1.709e+05,5207.6,51609,21697,29028,9387.7,3310.5,3.4281e+05,1570.3,2.8007e+05,1850.2,10508,1.1761e+05,10897,11163,151.54,3.0365e+05,3907.5,1.4648e+05,1.1126e+05,1975.7,4600.1,19847,21227,1.3244e+05,746.43,1226,2.2544e+05,83659,3569.8,75400,8306.5,1.2115e+05,39.037,17587,82879,1.206e+05,1.4635e+05,4552.2
2607.4,2.7784e+05,22150,1.3791e+05,7.7058e+05,908.85,3065,2.6423e+05,5700,55534,2.7581e+05,1767.3,2878.2,5234.1,475.63,1.8561e+05,2169.2,10134,6613,4.807e+05,1.4802e+05,5147.2,92457,4.147e+05,1.7385e+05,2.7915e+05,2188.3,1.4015e+05,760.53,95285,6.7391e+05,2.6811e+05,1.8848e+05,2721.1,38060,27524,29298,2979.5,2404.5,3.172e+05,1103.4,2.3312e+05,1418.3,5750.7,93940,14628,4645.1,100.49,3.1772e+05,3357.3,1.7102e+05,92187,963.53,3817.3,24203,9458.5,95388,1035.9,2399.4,2.265e+05,95350,2725.9,1.0123e+05,12675,1.1221e+05,890.71,27846,80741,95245,1.5343e+05,3273.6
5646.8,2.7113e+05,20428,99346,8.0064e+05,1328.7,1872.6,2.8019e+05,9120.4,48654,3.0789e+05,315.98,1903.8,11075,959.58,2.2191e+05,6072,20541,13565,5.6828e+05,1.5223e+05,3442.2,89461,3.9942e+05,1.666e+05,2.2156e+05,1843.4,1.6477e+05,3769.7,1.373e+05,5.7916e+05,2.1961e+05,1.7331e+05,3572.1,44701,14928,48610,1343.4,2578.8,2.2118e+05,885.83,2.7231e+05,1165.9,7346.5,1.0344e+05,15594,8926.4,79.051,3.3654e+05,2705.6,2.445e+05,1.2669e+05,2398.9,2825.7,22321,9276.1,1.4986e+05,2239.2,2158.1,2.0634e+05,95957,4439.5,73620,4429.4,1.4858e+05,37.664,20677,65054,61191,1.3759e+05,3121.4
5052.5,3.0558e+05,15262,88865,6.5687e+05,843.51,1020.7,2.5538e+05,5015.8,46690,2.9363e+05,1583,3377.2,4946.4,593.73,3.0534e+05,3551.5,16690,2312.2,6.2413e+05,2.3424e+05,3900.5,69736,4.614e+05,1.9677e+05,2.5466e+05,829.24,1.6049e+05,2202.6,1.15e+05,4.8621e+05,2.4717e+05,1.99e+05,3717.7,61688,9620.5,67467,2882.7,5681.5,1.488e+05,5231.1,3.8018e+05,3139.1,8705.8,1.2919e+05,14462,1609.5,211.05,3.1298e+05,3054.5,2.6952e+05,1.4971e+05,1983.8,2760.4,34909,2414.3,1.4029e+05,2494.1,1278.2,2.8365e+05,1.2073e+05,778.83,1.3596e+05,4720.3,1.0578e+05,3732.9,22378,85612,93777,1.6973e+05,7064.8
